id	kind	owner_skill	parameterized_suite	definition_location
TERM-WID-A09	scenario	implementation-terminal-engine	CONF-008	.codex/skills/implementation-terminal-engine/references/components-and-integration-utilities.md:398
TLS-001	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:20
TLS-002	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:29
TLS-003	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:38
TLS-004	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:40
TLS-005	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:42
TLS-010	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:46
TLS-011	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:56
TLS-012	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:58
TLS-013	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:69
TLS-020	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:73
TLS-021	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:75
TLS-022	contract	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:77
TLS-A01	scenario	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:143
TLS-A02	scenario	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:145
TLS-A03	scenario	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:147
TM-001	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:11
TM-002	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:12
TM-003	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:13
TM-004	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:14
TM-005	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:15
TM-006	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:16
TM-007	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:17
TM-008	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:18
TM-009	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:19
TM-010	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:20
TM-011	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:26
TM-012	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:27
TM-013	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:28
TM-014	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:29
TM-015	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:30
TM-016	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:31
TM-017	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:32
TM-018	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:33
TM-019	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:39
TM-020	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:40
TM-021	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:41
TM-022	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:42
TM-023	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:43
TM-024	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:44
TM-025	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:45
TM-026	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:46
TM-027	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:47
TM-028	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:48
TM-029	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:49
TM-030	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:50
TM-031	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:56
TM-032	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:57
TM-033	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:58
TM-034	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:59
TM-035	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:60
TM-036	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:61
TM-037	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:62
TM-038	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:63
TM-039	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:64
TM-040	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:65
TM-041	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:66
TM-042	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:67
TM-043	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:68
TM-044	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:69
TM-045	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:70
TM-046	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:71
TM-047	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:72
TM-048	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:73
TM-049	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:79
TM-050	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:80
TM-051	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:81
TM-052	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:82
TM-053	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:83
TM-054	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:84
TM-055	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:85
TM-056	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:86
TM-057	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:87
TM-058	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/registry-matrix.md:88
TP-001	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:19
TP-002	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:21
TP-003	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:40
TP-004	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:42
TP-005	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:56
TP-006	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:58
TP-007	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:60
TP-008	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:69
TP-010	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:73
TP-011	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:75
TP-012	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:77
TP-013	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:79
TP-014	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:83
TP-015	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:85
TP-016	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:87
TP-017	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:89
TP-020	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:93
TP-021	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:115
TP-022	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:117
TP-023	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:119
TP-024	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:121
TP-025	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:123
TP-030	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:127
TP-031	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:129
TP-032	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:131
TP-033	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:133
TP-034	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:135
TP-035	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:137
TP-036	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:139
TP-040	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:143
TP-041	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:150
TP-042	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:152
TP-043	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:154
TP-044	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:162
TP-045	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:164
TP-046	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:166
TP-047	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:168
TP-047A	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:170
TP-047B	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:172
TP-048	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:174
TP-049	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:176
TP-050	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:180
TP-051	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:182
TP-052	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:184
TP-053	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:186
TP-053A	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:188
TP-054	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:190
TP-055	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:192
TP-056	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:194
TP-057	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:201
TP-058	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:203
TP-059	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:205
TP-060	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:207
TP-061	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:209
TP-062	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:215
TP-070	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:219
TP-071	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:221
TP-072	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:223
TP-073	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:225
TP-074	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:227
TP-075	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:229
TP-076	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:211
TP-077	contract	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:213
TP-A01	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:233
TP-A02	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:235
TP-A03	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:237
TP-A04	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:239
TP-A05	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:241
TP-A06	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:243
TP-A06A	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:245
TP-A06B	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:247
TP-A07	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:249
TP-A08	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:251
TP-A09	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:253
TP-A10	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:255
TP-A11	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:257
TP-A12	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:259
TP-A13	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:261
TP-A14	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:263
TP-A15	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:265
TP-A16	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:267
TP-A17	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:269
TP-A18	scenario	implementation-tool-protocol	CONF-004	.codex/skills/implementation-tool-protocol/references/tool-protocol-contract.md:271
TR-001	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:19
TR-002	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:21
TR-003	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:33
TR-004	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:35
TR-005	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:45
TR-006	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:47
TR-007	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:51
TR-008	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:61
TR-009	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:63
TR-010	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:67
TR-011	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:69
TR-012	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:71
TR-013	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:73
TR-014	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:75
TR-015	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:77
TR-020	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:81
TR-021	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:83
TR-022	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:85
TR-023	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:87
TR-024	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:89
TR-025	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:91
TR-026	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:108
TR-027	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:110
TR-028	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:112
TR-029	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:114
TR-030	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:118
TR-031	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:120
TR-032	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:122
TR-033	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:124
TR-034	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:126
TR-035	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:128
TR-036	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:130
TR-037	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:132
TR-038	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:134
TR-039	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:106
TR-040	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:140
TR-041	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:142
TR-042	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:144
TR-043	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:146
TR-044	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:148
TR-050	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:152
TR-051	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:154
TR-052	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:156
TR-053	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:158
TR-060	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:162
TR-061	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:164
TR-062	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:166
TR-063	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:168
TR-064	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:170
TR-065	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:172
TR-070	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:176
TR-071	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:178
TR-072	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:180
TR-080	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:184
TR-081	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:186
TR-090	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:190
TR-091	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:192
TR-092	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:194
TR-093	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:196
TR-094	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:93
TR-095	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:95
TR-096	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:97
TR-097	contract	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:99
TR-A01	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:200
TR-A02	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:202
TR-A03	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:204
TR-A04	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:206
TR-A05	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:208
TR-A06	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:210
TR-A07	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:212
TR-A08	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:214
TR-A09	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:216
TR-A10	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:218
TR-A11	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:220
TR-A12	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:222
TR-A13	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:224
TR-A14	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:226
TR-A15	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:228
TR-A16	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:230
TR-A17	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:232
TR-A18	scenario	implementation-task-runtime	CONF-007	.codex/skills/implementation-task-runtime/references/task-runtime-contract.md:234
TREG-001	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/descriptor-registry.md:30
TREG-002	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/descriptor-registry.md:31
TREG-003	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/descriptor-registry.md:32
TREG-004	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/descriptor-registry.md:33
TREG-005	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/descriptor-registry.md:34
